Title,Year,Month,Day,Hour
making data simple: what does legacy powers legendary mean?,2021,5,27,14
making data simple: how does ai impact sports?,2021,5,19,13
making data analysis easier: hadley wickham at wombat2016,2016,2,24,22
making data analysis easier,2015,12,20,23
making data simple: what does legacy powers legendary mean?,2021,5,27,14
making data simple: how does ai impact sports?,2021,5,19,13
